Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1.30;1.30;1.24;1.30;"03/08/2026 17:35";CET;5478;6884.21;1.30;03/08/2026
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0.0044;0.0044;0.0042;0.0042;"03/08/2026 17:25";CET;1478068;6478.00;0.0042;03/08/2026
"ENERGY SOLAR";ES0105687000;ALETC;"Euronext Growth Paris";EUR;1.355;1.355;1.355;1.355;"03/08/2026 09:00";CET;1;1.36;1.355;03/08/2026
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;27.19;27.20;26.38;26.87;"03/08/2026 17:36";CET;3439739;92228930.84;26.87;03/08/2026
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;6.66;6.74;6.60;6.68;"03/08/2026 17:35";CET;4175;27878.48;6.68;03/08/2026
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;9.51;9.74;9.42;9.55;"03/08/2026 17:35";CET;9882;94808.25;9.55;03/08/2026
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;2.62;2.62;2.62;2.62;"03/08/2026 15:41";CET;17;44.54;2.62;03/08/2026
EQUASENS;FR0012882389;EQS;"Euronext Paris";EUR;32.75;33.20;31.20;31.80;"03/08/2026 17:35";CET;46324;1479835.63;31.80;03/08/2026
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;43.50;43.96;42.90;43.96;"03/08/2026 17:35";CET;19870;864989.07;43.96;03/08/2026
"ES VEDRA";ES0105964003;MLESV;"Euronext Access Paris";EUR;-;-;-;1.11;"18/12/2025 00:00";CET;-;-;1.11;03/08/2026
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;164.70;172.50;162.60;169.60;"03/08/2026 17:37";CET;1033878;175049930.15;169.60;03/08/2026
ETHERO;FR0010424697;ALENT;"Euronext Growth Paris";EUR;0.47;0.4995;0.4685;0.4685;"03/08/2026 17:35";CET;10911;5311.87;0.4685;03/08/2026
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.133;0.133;0.133;0.133;"14/07/2026 11:30";CET;50;6.65;0.133;03/08/2026
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;1.22;1.22;1.22;1.22;"05/06/2025 10:04";CET;1;1.22;1.22;03/08/2026
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;47.60;50.15;47.60;49.60;"03/08/2026 17:35";CET;165737;8174280.51;49.60;03/08/2026
EUROAPI;FR0014008VX5;EAPI;"Euronext Paris";EUR;0.979;0.995;0.948;0.957;"03/08/2026 17:35";CET;262432;252724.20;0.957;03/08/2026
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;20.50;21.20;20.20;20.70;"03/08/2026 15:51";CET;2657;55092.60;20.70;03/08/2026
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;16300.00;16300.00;16300.00;16300.00;"10/07/2026 16:30";CET;2;32600.00;16300.00;03/08/2026
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;68.50;69.24;67.44;67.74;"03/08/2026 17:35";CET;214239;14591173.10;67.74;03/08/2026
"EUROLAND CORPORATE";FR0010157115;ALERO;"Euronext Growth Paris";EUR;3.14;3.14;3.14;3.14;"03/08/2026 12:54";CET;33;103.62;3.14;03/08/2026
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-;1300.00;03/08/2026
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;158.10;158.60;156.70;157.10;"03/08/2026 17:35";CET;261113;41070674.75;157.10;03/08/2026
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.276;0.288;0.276;0.283;"03/08/2026 17:35";CET;754;211.77;0.283;03/08/2026
"European Medical S";BE0974497290;ALEMS;"Euronext Growth Brussels, Paris";EUR;4.00;4.00;4.00;4.00;"03/08/2026 09:57";CET;26;104.00;4.00;03/08/2026
EUROPLASMA;FR0014011QJ8;ALEUP;"Euronext Growth Paris";EUR;0.0008;0.001;0.0008;0.0008;"03/08/2026 17:35";CET;34535784;28977.96;0.0008;03/08/2026
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;2.098;2.121;2.043;2.121;"03/08/2026 17:38";CET;1846010;3865295.66;2.121;03/08/2026
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;0.06;0.062;0.057;0.058;"03/08/2026 17:35";CET;7886;468.06;0.058;03/08/2026
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;166.00;166.00;166.00;166.00;"30/07/2026 11:32";CET;7;1162.00;166.00;03/08/2026
"EXAIL TECHNOLOGIES";FR0000062671;EXA;"Euronext Paris";EUR;124.90;125.10;124.60;124.90;"03/08/2026 17:35";CET;40401;5043270.50;124.90;03/08/2026
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;19.70;20.00;19.30;19.90;"03/08/2026 17:28";CET;2132;41816.80;19.90;03/08/2026
EXOSENS;FR001400Q9V2;EXENS;"Euronext Paris";EUR;58.20;59.65;57.65;59.30;"03/08/2026 17:35";CET;86724;5121020.71;59.30;03/08/2026
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;265.00;277.00;265.00;273.00;"03/08/2026 17:36";CET;406;109272.00;273.00;03/08/2026
"EXXITA BE CIRCULAR";ES0106046008;MLEXX;"Euronext Access Paris";EUR;-;-;-;290.50;"14/07/2026 00:00";CET;-;-;290.50;03/08/2026
"EXXITA BE CIRCULAR";ES0106046016;MLEXP;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;1.795;1.795;1.795;1.795;"03/08/2026 09:00";CET;1;1.80;1.795;03/08/2026
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-;19.20;03/08/2026
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.42;0.42;0.42;0.42;"03/08/2026 16:30";CET;2;0.84;0.42;03/08/2026
"FDJ UNITED";FR0013451333;FDJU;"Euronext Paris";EUR;21.90;22.43;21.90;22.39;"03/08/2026 17:35";CET;678186;15145847.24;22.39;03/08/2026
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;2860.00;2920.00;2860.00;2920.00;"03/08/2026 16:30";CET;7;20320.00;2920.00;03/08/2026
FERMENTALG;FR0011271600;ALGAE;"Euronext Growth Paris";EUR;0.4605;0.48;0.4605;0.461;"03/08/2026 17:35";CET;38714;18142.30;0.461;03/08/2026
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;35.40;35.40;35.40;35.40;"03/08/2026 16:30";CET;2;70.80;35.40;03/08/2026
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;173.00;174.00;173.00;174.00;"03/08/2026 17:06";CET;51;8873.00;174.00;03/08/2026
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;10.94;11.20;10.90;11.10;"03/08/2026 17:35";CET;22966;254501.14;11.10;03/08/2026
"FILL UP MEDIA";FR001400AEM6;ALFUM;"Euronext Growth Paris";EUR;6.14;6.18;5.98;6.18;"03/08/2026 16:59";CET;2132;12967.54;6.18;03/08/2026
"FIN.OUEST AFRICAIN";SN0000033192;FOAF;"Euronext Paris";EUR;13.40;13.40;13.40;13.40;"31/07/2026 16:30";CET;35;469.00;13.40;03/08/2026
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;1.56;1.56;1.56;1.56;"03/08/2026 12:44";CET;930;1450.80;1.56;03/08/2026
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;4.70;4.70;4.70;4.70;"30/07/2026 16:30";CET;5;23.50;4.70;03/08/2026
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0.169;0.169;0.151;0.151;"03/08/2026 15:16";CET;3450;550.98;0.151;03/08/2026
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;32.00;32.00;32.00;32.00;"10/06/2026 11:30";CET;29;928.00;31.60;03/08/2026
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;21.80;22.00;21.80;22.00;"03/08/2026 17:10";CET;581;12779.80;22.00;03/08/2026
FLORENTAISE;FR001400GO75;ALFLO;"Euronext Growth Paris";EUR;0.76;0.76;0.76;0.76;"03/08/2026 15:38";CET;2302;1749.52;0.76;03/08/2026
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;34.55;34.60;34.55;34.55;"03/08/2026 17:35";CET;14909;515606.65;34.55;03/08/2026
FNPTECHNOLOGIESSA;FR0013230067;MLFNP;"Euronext Access Paris";EUR;0.06;0.06;0.06;0.06;"23/04/2026 16:30";CET;80000;4800.00;0.06;03/08/2026
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;0.40;0.40;0.40;0.40;"31/07/2026 11:30";CET;63;25.20;0.40;03/08/2026
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;33.20;33.20;33.10;33.20;"03/08/2026 17:35";CET;143;4746.80;33.20;03/08/2026
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;4.56;4.56;4.56;4.56;"18/06/2026 11:30";CET;50;228.00;4.56;03/08/2026
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;8.30;8.30;8.30;8.30;"31/07/2026 16:30";CET;13;107.90;8.30;03/08/2026
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;880.00;880.00;880.00;880.00;"27/07/2026 11:30";CET;1;880.00;880.00;03/08/2026
"FORSEE POWER";FR0014005SB3;ALFOR;"Euronext Growth Paris";EUR;0.248;0.248;0.235;0.235;"03/08/2026 17:35";CET;26874;6452.93;0.235;03/08/2026
FORVIA;FR0000121147;FRVIA;"Euronext Paris";EUR;9.15;9.788;9.092;9.584;"03/08/2026 17:35";CET;1528311;14670610.94;9.584;03/08/2026
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;87.50;87.50;85.50;86.20;"03/08/2026 17:35";CET;2129;184384.70;86.20;03/08/2026
"FRANCAISE ENERGIE";FR0013030152;FDE;"Euronext Paris";EUR;29.30;29.55;28.20;29.25;"03/08/2026 17:35";CET;14913;431879.75;29.25;03/08/2026
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0.15;0.15;0.15;0.15;"03/08/2026 16:30";CET;1112;166.80;0.15;03/08/2026
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;2.63;2.63;2.57;2.60;"03/08/2026 17:29";CET;896;2344.54;2.60;03/08/2026
FREY;FR0010588079;FREY;"Euronext Paris";EUR;35.20;35.20;35.20;35.20;"03/08/2026 11:30";CET;8;281.60;35.20;03/08/2026
FSDV;FR0000031973;FSDV;"Euronext Paris";EUR;18.30;18.30;18.30;18.30;"03/08/2026 11:50";CET;289;5288.70;18.30;03/08/2026
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;137.00;137.00;137.00;137.00;"15/07/2026 11:35";CET;11;1507.00;137.00;03/08/2026
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;7.05;7.05;7.05;7.05;"27/07/2026 16:30";CET;127;895.35;7.05;03/08/2026
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;2.10;2.10;2.10;2.10;"03/08/2026 15:04";CET;10;21.00;2.10;03/08/2026
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;101.00;103.00;101.00;103.00;"31/07/2026 17:35";CET;124;12632.00;103.00;03/08/2026
"GEA GRENOBL.ELECT.";FR0000053035;GEA;"Euronext Paris";EUR;75.00;76.50;73.50;73.50;"03/08/2026 16:38";CET;426;31842.00;73.50;03/08/2026
"GECI INTL";FR001400M1R1;ALGEC;"Euronext Growth Paris";EUR;1.62;1.74;1.62;1.74;"03/08/2026 17:00";CET;606;1038.48;1.74;03/08/2026
GECINA;FR0010040865;GFC;"Euronext Paris";EUR;75.20;75.85;75.20;75.65;"03/08/2026 17:35";CET;163381;12351765.90;75.65;03/08/2026
GENESIS;ES0105807004;MLGNS;"Euronext Access Paris";EUR;1.58;1.58;1.58;1.58;"20/12/2024 00:00";CET;-;-;1.58;03/08/2026
GENFIT;FR0004163111;GNFT;"Euronext Paris";EUR;15.00;15.20;13.76;14.04;"03/08/2026 17:35";CET;614321;8716451.65;14.04;03/08/2026
GENOWAY;FR0004053510;ALGEN;"Euronext Growth Paris";EUR;2.40;2.48;2.40;2.48;"03/08/2026 17:35";CET;5561;13416.16;2.48;03/08/2026
"GENSIGHT BIOLOGICS";FR0013183985;SIGHT;"Euronext Paris";EUR;0.0821;0.084;0.0821;0.084;"03/08/2026 17:35";CET;1073838;89393.30;0.084;03/08/2026
"GENSIGHT BSA";FR0014010IB4;SIGBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"GENTLEMENS EQUITY";PTGVE1AM0017;MLGEQ;"Euronext Access Paris";EUR;0.252;0.252;0.252;0.252;"29/07/2026 11:30";CET;563;141.88;0.252;03/08/2026
"GETLINK SE";FR0010533075;GET;"Euronext Paris";EUR;18.53;18.57;18.43;18.49;"03/08/2026 17:35";CET;1127114;20840830.06;18.49;03/08/2026
GEVELOT;FR0000033888;ALGEV;"Euronext Growth Paris";EUR;197.00;197.00;197.00;197.00;"31/07/2026 16:30";CET;12;2364.00;197.00;03/08/2026
"GL EVENTS";FR0000066672;GLO;"Euronext Paris";EUR;31.45;31.85;30.95;31.15;"03/08/2026 17:35";CET;11708;366151.26;31.15;03/08/2026
"GLASS TO POWER";IT0005613739;MLGL;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"GLOBAL PIELAGO";ES0105537007;MLNDG;"Euronext Access Paris";EUR;4.92;4.92;4.92;4.92;"16/04/2021 00:00";CET;-;-;4.92;03/08/2026
"GOLD BY GOLD";FR0011208693;ALGLD;"Euronext Growth Paris";EUR;4.95;4.95;4.86;4.90;"03/08/2026 17:28";CET;2657;13033.13;4.90;03/08/2026
"GPE GROUP PIZZORNO";FR0010214064;GPE;"Euronext Paris";EUR;61.80;62.00;61.80;61.80;"03/08/2026 17:02";CET;99;6125.40;61.80;03/08/2026
"GRAINES VOLTZ";FR0000065971;GRVO;"Euronext Paris";EUR;17.50;17.65;17.40;17.65;"03/08/2026 13:33";CET;511;8918.35;17.65;03/08/2026
GROLLEAU;FR0014005ZM5;ALGRO;"Euronext Growth Paris";EUR;3.88;3.88;3.52;3.68;"03/08/2026 17:22";CET;4649;16885.40;3.68;03/08/2026
"GROUPE CARNIVOR";FR0000076960;MLGRC;"Euronext Access Paris";EUR;27.60;27.60;27.60;27.60;"24/07/2026 16:30";CET;9;248.40;27.60;03/08/2026
"GROUPE CRIT";FR0000036675;CEN;"Euronext Paris";EUR;53.80;53.80;51.20;51.80;"03/08/2026 17:35";CET;2223;116234.00;51.80;03/08/2026
"GROUPE GUILLIN";FR0012819381;ALGIL;"Euronext Growth Paris";EUR;22.30;22.40;22.30;22.40;"03/08/2026 17:35";CET;816;18222.70;22.40;03/08/2026
"GROUPE JAJ";FR0004010338;GJAJ;"Euronext Paris";EUR;1.16;1.16;1.16;1.16;"03/08/2026 11:30";CET;180;208.80;1.16;03/08/2026
"GROUPE LDLC";FR0000075442;ALLDL;"Euronext Growth Paris";EUR;12.04;12.12;12.04;12.12;"03/08/2026 17:35";CET;3210;38773.02;12.12;03/08/2026
"GROUPE OKWIND";FR0013439627;ALOKW;"Euronext Growth Paris";EUR;0.23;0.253;0.22;0.253;"03/08/2026 16:53";CET;54464;12733.85;0.253;03/08/2026
"GROUPE PARTOUCHE";FR0012612646;PARP;"Euronext Paris";EUR;18.00;18.00;17.20;17.75;"03/08/2026 17:35";CET;3437;60658.80;17.75;03/08/2026
"GROUPE SFPI";FR0004155000;SFPI;"Euronext Paris";EUR;2.08;2.10;2.05;2.06;"03/08/2026 17:35";CET;6374;13215.51;2.06;03/08/2026
"GROUPE TERA";FR0013429404;ALGTR;"Euronext Growth Paris";EUR;5.70;5.70;5.60;5.60;"03/08/2026 17:35";CET;3069;17399.80;5.60;03/08/2026
GROUPIMO;FR0014000RP6;ALIMO;"Euronext Growth Paris";EUR;0.30;0.30;0.30;0.30;"27/07/2026 11:30";CET;500;150.00;0.30;03/08/2026
GTT;FR0011726835;GTT;"Euronext Paris";EUR;197.40;198.40;194.50;197.30;"03/08/2026 17:35";CET;101561;20006250.75;197.30;03/08/2026
GUERBET;FR0000032526;GBT;"Euronext Paris";EUR;8.05;8.05;7.90;8.00;"03/08/2026 17:35";CET;7280;58113.29;8.00;03/08/2026
GUILLEMOT;FR0000066722;GUI;"Euronext Paris";EUR;4.24;4.24;4.20;4.20;"03/08/2026 14:01";CET;1485;6257.76;4.20;03/08/2026
"HAFFNER ENERGY";FR0014007ND6;ALHAF;"Euronext Growth Paris";EUR;0.336;0.4465;0.3295;0.441;"03/08/2026 17:35";CET;14126866;5551512.12;0.441;03/08/2026
"HAFFNER ENERGY BSA";FR001400Y4X9;HAFBS;"Euronext Growth Paris";EUR;0.035;0.055;0.0325;0.047;"03/08/2026 17:25";CET;629516;27925.71;0.047;03/08/2026
"HAMILTON GLOBAL OP";GB00BMDXQ672;ALHGO;"Euronext Growth Paris";EUR;42.00;42.00;41.60;41.60;"27/07/2026 12:14";CET;6;251.60;41.60;03/08/2026
"HAULOTTE GROUP";FR0000066755;PIG;"Euronext Paris";EUR;2.22;2.43;2.20;2.40;"03/08/2026 17:35";CET;50722;116072.47;2.40;03/08/2026
"HAY 2 SOCIMI";ES0106042007;MLHA2;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
HDF;FR0014003VY4;HDF;"Euronext Paris";EUR;2.42;2.475;2.415;2.475;"03/08/2026 17:35";CET;7904;19279.21;2.475;03/08/2026
"HEALTHCARE ACTIVOS";ES0105498002;MLHAY;"Euronext Access Paris";EUR;1.28141;1.28141;1.28141;1.28141;"30/09/2020 00:00";CET;-;-;1.40;03/08/2026
HERIGE;FR0000066540;ALHRG;"Euronext Growth Paris";EUR;21.20;21.20;20.60;21.10;"03/08/2026 17:35";CET;822;17261.90;21.10;03/08/2026
"HERMES INTL";FR0000052292;RMS;"Euronext Paris";EUR;1531.50;1594.00;1531.50;1560.50;"03/08/2026 17:38";CET;84774;132966169.75;1560.50;03/08/2026
HEXAOM;FR0004159473;ALHEX;"Euronext Growth Paris";EUR;25.80;26.50;25.80;26.50;"03/08/2026 17:35";CET;6424;168575.80;26.50;03/08/2026
"HF COMPANY";FR0000038531;ALHF;"Euronext Growth Paris";EUR;4.16;4.18;4.16;4.17;"03/08/2026 17:29";CET;564;2350.68;4.17;03/08/2026
"HIGH CO";FR0000054231;HCO;"Euronext Paris";EUR;3.685;3.75;3.68;3.74;"03/08/2026 17:37";CET;14337;53366.15;3.74;03/08/2026
"HIPAY GROUP";FR0012821916;ALHYP;"Euronext Growth Paris";EUR;5.50;5.50;5.20;5.40;"03/08/2026 17:37";CET;4358;23267.06;5.40;03/08/2026
HITECHPROS;FR0010396309;ALHIT;"Euronext Growth Paris";EUR;13.10;13.70;13.10;13.70;"03/08/2026 16:30";CET;89;1213.30;13.70;03/08/2026
HK;DE000A11Q133;MLHK;"Euronext Access Paris";EUR;34.20;34.20;34.20;34.20;"03/08/2026 13:18";CET;601;20554.20;34.20;03/08/2026
"HOCHE BAINS L.BAIN";FR0000051302;MLHBB;"Euronext Access Paris";EUR;62.00;62.00;62.00;62.00;"20/07/2026 14:08";CET;13;806.00;62.00;03/08/2026
HOFFMANN;FR0013451044;ALHGR;"Euronext Growth Paris";EUR;4.13;4.13;4.065;4.08;"03/08/2026 17:35";CET;4903;20064.84;4.08;03/08/2026
"HOME CONCEPT";FR0012336691;MLHCF;"Euronext Access Paris";EUR;16.40;16.40;16.40;16.40;"06/11/2025 11:35";CET;10;164.00;16.40;03/08/2026
HOPENING;FR0010312181;MLHPE;"Euronext Access Paris";EUR;4.30;4.30;4.30;4.30;"03/08/2026 16:30";CET;318;1367.40;4.30;03/08/2026
HOPIUM;FR0014010QE1;ALHPI;"Euronext Growth Paris";EUR;0.0045;0.0045;0.0042;0.0043;"03/08/2026 17:38";CET;5266472;22888.10;0.0043;03/08/2026
"HOPSCOTCH GROUPE";FR0000065278;ALHOP;"Euronext Growth Paris";EUR;14.90;15.00;14.85;15.00;"03/08/2026 15:51";CET;619;9243.30;15.00;03/08/2026
"HOTELES BESTPRICE";ES0105664009;MLHBP;"Euronext Access Paris";EUR;3.90;3.90;3.90;3.90;"17/06/2026 11:30";CET;7;27.30;3.90;03/08/2026
HOTELIM;FR0000053738;MLHOT;"Euronext Access Paris";EUR;55.00;55.00;55.00;55.00;"03/08/2026 16:32";CET;416;22880.00;55.00;03/08/2026
"HOTELS DE PARIS";FR0004165801;HDP;"Euronext Paris";EUR;1.81;1.81;1.81;1.81;"03/08/2026 16:30";CET;210;380.10;1.81;03/08/2026
HOTL.IMMOB.NICE;FR0006563904;MLHIN;"Euronext Access Paris";EUR;282.00;282.00;282.00;282.00;"28/07/2026 11:30";CET;2;564.00;282.00;03/08/2026
HUNYVERS;FR0014007LQ2;ALHUN;"Euronext Growth Paris";EUR;6.95;6.95;6.95;6.95;"03/08/2026 10:29";CET;106;736.70;6.95;03/08/2026
HYDRAULIQUEHOLDING;FR0000064735;MLHYD;"Euronext Access Paris";EUR;760.00;760.00;760.00;760.00;"12/03/2026 17:23";CET;1;760.00;760.00;03/08/2026
HYDRO-EXPLOIT.;FR0005843125;MLHYE;"Euronext Access Paris";EUR;102.00;102.00;102.00;102.00;"11/06/2026 11:45";CET;16;1632.00;102.00;03/08/2026
"HYDROGEN REFUELING";FR0014001PM5;ALHRS;"Euronext Growth Paris";EUR;1.13;1.20;1.13;1.17;"03/08/2026 17:35";CET;62938;72685.93;1.17;03/08/2026
I2S;FR0005854700;ALI2S;"Euronext Growth Paris";EUR;6.05;6.05;6.05;6.05;"03/08/2026 11:30";CET;45;272.25;6.05;03/08/2026
"IANTE INVESTMENTS";ES0105479002;MLINT;"Euronext Access Paris";EUR;4.62;4.62;4.62;4.62;"20/05/2022 16:30";CET;700;3234.00;4.58;03/08/2026
ICADE;FR0000035081;ICAD;"Euronext Paris";EUR;19.39;19.84;19.39;19.60;"03/08/2026 17:35";CET;175934;3450034.56;19.60;03/08/2026
"ICAPE HOLDING";FR001400A3Q3;ALICA;"Euronext Growth Paris";EUR;8.26;8.26;8.10;8.26;"03/08/2026 17:35";CET;1779;14547.78;8.26;03/08/2026
"ID LOGISTICS GROUP";FR0010929125;IDL;"Euronext Paris";EUR;362.00;364.00;355.50;356.50;"03/08/2026 17:35";CET;2702;968055.50;356.50;03/08/2026
IDI;FR0000051393;IDIP;"Euronext Paris";EUR;72.00;72.00;71.00;71.40;"03/08/2026 17:35";CET;270;19313.60;71.40;03/08/2026
IDS;FR0000079691;MLIDS;"Euronext Access Paris";EUR;0.44;0.50;0.44;0.50;"20/07/2026 16:30";CET;1750;830.00;0.50;03/08/2026
"IEVA GROUP";FR0014015ND9;ALIEV;"Euronext Growth Paris";EUR;9.72;9.72;9.50;9.60;"03/08/2026 17:35";CET;1119;10816.42;9.60;03/08/2026
"IGIS NEPTUNE";ES0105551008;MLABC;"Euronext Access Paris";EUR;11.43;11.43;11.43;11.43;"31/08/2021 00:00";CET;-;-;9.80;03/08/2026
IKONISYS;FR00140048X2;ALIKO;"Euronext Growth Paris";EUR;1.54;1.54;1.49;1.50;"12/06/2026 17:10";CET;3012;4545.70;1.50;03/08/2026
IMALLIANCE;FR0010086371;MLIML;"Euronext Access Paris";EUR;0.25;0.25;0.25;0.25;"31/07/2026 16:30";CET;220;55.00;0.25;03/08/2026
"IMEON ENERGY";FR001400QW73;MLIME;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
IMERYS;FR0000120859;NK;"Euronext Paris";EUR;23.54;24.06;23.54;24.00;"03/08/2026 17:35";CET;48151;1151759.36;24.00;03/08/2026
IMM.PARIS.PERLE;FR0006859039;MLIPP;"Euronext Access Paris";EUR;161.00;161.00;161.00;161.00;"26/03/2026 11:30";CET;1;161.00;161.00;03/08/2026
IMMERSION;FR0013060100;ALIMR;"Euronext Growth Paris";EUR;2.10;2.30;2.10;2.30;"30/07/2026 16:30";CET;261;552.30;2.30;03/08/2026
IMMOB.DASSAULT;FR0000033243;IMDA;"Euronext Paris";EUR;46.80;47.20;46.80;47.00;"03/08/2026 17:14";CET;402;18855.30;47.00;03/08/2026
IMPLANET;FR0013470168;ALIMP;"Euronext Growth Paris";EUR;0.165;0.17;0.165;0.17;"03/08/2026 16:54";CET;40089;6782.68;0.17;03/08/2026
"IMPRIMERIE CHIRAT";FR0000065773;MLIMP;"Euronext Access Paris";EUR;3.50;3.50;3.50;3.50;"03/08/2026 14:12";CET;5;17.50;3.50;03/08/2026
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"18/02/2026 16:30";CET;50;350.00;7.00;03/08/2026
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;22.14;22.14;22.14;22.14;"31/07/2026 11:30";CET;248;5490.72;22.14;03/08/2026
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;41.80;41.80;41.00;41.25;"03/08/2026 17:35";CET;2155;88900.40;41.25;03/08/2026
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17.90;17.90;17.90;17.90;"08/04/2021 00:00";CET;-;-;17.70;03/08/2026
INMOLECULE;ES0105908000;MLINA;"Euronext Access Paris";EUR;4.08;4.08;4.08;4.08;"22/06/2026 14:19";CET;100;408.00;4.08;03/08/2026
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;1.62;1.62;1.62;1.62;"06/04/2020 00:00";CET;-;-;1.48;03/08/2026
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;1.558;1.558;1.522;1.528;"03/08/2026 17:35";CET;84761;130010.60;1.528;03/08/2026
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;2.73;2.75;2.73;2.75;"03/08/2026 17:07";CET;296;808.94;2.75;03/08/2026
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;1.90;1.90;1.90;1.90;"22/07/2026 11:30";CET;1000;1900.00;1.90;03/08/2026
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;492.00;492.00;492.00;492.00;"31/07/2026 11:30";CET;18;8856.00;492.00;03/08/2026
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;0.186;0.201;0.172;0.199;"03/08/2026 17:35";CET;89637;16694.18;0.199;03/08/2026
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;115.00;115.00;115.00;115.00;"14/08/2023 11:30";CET;2;230.00;115.00;03/08/2026
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;24.64;25.02;24.56;24.76;"03/08/2026 17:35";CET;53154;1314327.12;24.76;03/08/2026
